CLV,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Response,Gender,Total Claim Amount,Coverage,Education,Location Code,Marital Status,Policy Type,Label,State,EmploymentStatus,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
5077.320916,0,73,26,84,0,3,0,1,525.6,0,0,1,0,1,2,Arizona,Unemployed,Personal L3,Offer2,Call Center,Two-Door Car,Medsize
12427.39371,15818,107,24,99,0,2,0,0,333.886816,2,2,2,1,1,2,Washington,Medical Leave,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
10990.59477,44552,137,7,42,0,3,0,0,311.103582,1,1,0,1,1,2,Washington,Employed,Personal L3,Offer1,Branch,SUV,Medsize
3435.25008,64348,86,25,18,0,1,0,0,212.391975,1,1,0,1,1,2,Oregon,Employed,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
6624.61183,0,62,27,53,0,2,0,1,297.6,0,1,1,1,0,2,Oregon,Unemployed,Corporate L3,Offer1,Branch,Two-Door Car,Medsize
5757.442258,88997,72,9,71,0,3,1,1,174.041566,0,2,0,0,2,1,California,Employed,Special L3,Offer2,Branch,Four-Door Car,Small
2691.568951,77411,67,30,63,0,1,0,0,257.900458,0,1,2,1,1,1,Washington,Employed,Personal L2,Offer2,Agent,Four-Door Car,Medsize
2886.451602,10312,78,10,63,0,1,1,0,486.278557,1,0,1,1,0,0,California,Retired,Corporate L2,Offer2,Agent,Four-Door Car,Large
5341.438779,0,72,4,11,1,7,0,0,345.6,0,0,1,1,1,1,California,Unemployed,Personal L2,Offer1,Branch,Four-Door Car,Medsize
4160.018087,96263,103,5,5,0,1,0,0,1.924709,0,0,0,1,1,2,Arizona,Employed,Personal L3,Offer2,Agent,SUV,Small
2846.24535,28919,72,18,11,0,1,0,0,518.4,0,1,1,1,0,0,California,Employed,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
4770.256564,0,68,2,28,1,4,0,0,326.4,0,1,1,1,1,2,Oregon,Unemployed,Personal L3,Offer3,Agent,Two-Door Car,Medsize
5059.616223,41869,64,5,52,0,6,0,1,262.12205,0,1,2,1,1,2,Oregon,Employed,Personal L3,Offer2,Web,Two-Door Car,Medsize
9095.744565,0,128,5,76,0,8,0,0,921.6,1,0,1,0,1,2,Arizona,Unemployed,Personal L2,Offer1,Agent,SUV,Medsize
2688.863963,32808,68,1,88,1,1,0,0,541.695658,0,0,1,1,1,1,California,Employed,Personal L3,Offer3,Branch,Four-Door Car,Small
8277.637562,79780,68,11,58,0,2,0,0,326.4,0,1,1,1,1,1,California,Employed,Personal L2,Offer2,Web,Four-Door Car,Medsize
9057.935331,91025,112,26,37,0,9,0,0,327.682669,0,1,2,1,1,2,Oregon,Employed,Personal L3,Offer1,Agent,SUV,Medsize
3801.750407,33043,95,15,90,0,1,0,0,456,1,0,1,1,1,2,California,Employed,Personal L3,Offer1,Branch,Two-Door Car,Medsize
9339.341599,69442,118,26,6,3,3,0,1,1265.570302,2,0,1,1,1,1,Arizona,Employed,Personal L1,Offer3,Branch,Four-Door Car,Small
2520.12318,0,70,18,47,0,1,0,1,63.043197,0,1,0,1,0,0,Oregon,Unemployed,Corporate L1,Offer2,Agent,Four-Door Car,Medsize
4984.095342,0,70,25,48,0,9,0,0,336,0,1,1,0,0,0,Arizona,Unemployed,Corporate L1,Offer1,Agent,Four-Door Car,Small
2595.747991,47234,65,11,34,0,1,0,0,15.631363,0,1,0,1,1,1,Oregon,Employed,Personal L2,Offer1,Agent,Four-Door Car,Medsize
7437.693335,86863,92,27,26,0,3,0,1,441.6,1,0,1,1,1,1,Oregon,Employed,Personal L3,Offer2,Branch,Four-Door Car,Medsize
14536.78759,25805,66,25,0,2,2,0,1,375.866091,0,1,1,0,1,1,Oregon,Employed,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
5913.305869,43676,76,19,7,0,3,0,1,364.8,1,1,1,0,1,1,Nevada,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
2771.663013,59855,74,30,82,4,1,0,1,355.2,0,1,1,1,1,2,Arizona,Employed,Personal L2,Offer2,Branch,Two-Door Car,Medsize
29194.36639,35296,126,19,11,0,2,0,1,452.616872,1,2,2,0,1,2,Arizona,Employed,Personal L1,Offer2,Branch,SUV,Medsize
9880.38582,36576,125,11,73,1,3,0,0,113.450122,1,2,0,1,1,2,Oregon,Employed,Personal L3,Offer1,Agent,SUV,Medsize
15114.40241,28513,100,4,22,1,2,1,0,480,0,0,1,1,0,0,California,Medical Leave,Corporate L2,Offer2,Call Center,SUV,Medsize
5759.91084,85448,72,16,76,0,3,0,1,16.03451,0,1,0,1,2,1,Oregon,Employed,Special L2,Offer3,Agent,Four-Door Car,Medsize
8495.164213,23791,110,11,71,3,7,0,0,615.27228,2,0,1,0,1,2,Oregon,Employed,Personal L3,Offer1,Agent,Two-Door Car,Medsize
4381.184212,20597,112,31,46,0,1,0,0,615.256301,2,1,1,1,1,1,California,Employed,Personal L2,Offer2,Agent,Four-Door Car,Medsize
6997.827397,56940,87,11,10,0,9,0,0,512.66245,1,1,1,1,1,1,Arizona,Employed,Personal L3,Offer2,Web,Four-Door Car,Small
11430.58845,93210,71,35,62,0,2,0,1,74.523935,0,1,0,1,1,2,Oregon,Employed,Personal L3,Offer4,Web,Two-Door Car,Large
7482.486135,48992,94,30,0,1,7,0,0,426.072946,1,1,2,1,1,1,Oregon,Employed,Personal L2,Offer1,Agent,Four-Door Car,Medsize
8596.916624,53736,71,2,20,0,2,0,0,169.287785,0,2,0,1,1,2,Arizona,Employed,Personal L3,Offer4,Web,Two-Door Car,Medsize
7854.960831,25378,66,22,32,1,2,0,1,419.464143,0,1,1,1,1,1,Arizona,Employed,Personal L2,Offer1,Agent,Four-Door Car,Medsize
2582.408525,76731,64,2,68,0,1,1,0,201.455005,0,1,2,1,1,1,Oregon,Employed,Personal L3,Offer2,Agent,Four-Door Car,Medsize
2275.363967,0,64,11,85,0,1,0,1,662.69318,0,0,1,0,1,1,Washington,Unemployed,Personal L3,Offer4,Branch,Four-Door Car,Medsize
4118.588554,69379,103,14,79,0,1,1,0,494.4,2,1,1,0,1,2,California,Employed,Personal L2,Offer1,Branch,Two-Door Car,Medsize
12157.32992,57449,103,6,28,0,2,1,1,494.4,2,0,1,0,1,1,Oregon,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
5152.819636,0,68,7,31,0,7,0,1,326.4,0,1,1,1,0,0,Arizona,Unemployed,Corporate L1,Offer2,Web,Four-Door Car,Medsize
6512.976472,0,93,30,70,0,6,0,1,669.6,1,1,1,0,1,2,Nevada,Unemployed,Personal L2,Offer3,Agent,Two-Door Car,Medsize
27789.69235,33806,89,32,59,0,2,1,0,395.729716,1,1,2,0,0,0,Arizona,Employed,Corporate L3,Offer2,Web,Four-Door Car,Medsize
4191.966092,77048,103,20,41,0,1,0,1,141.199465,0,2,0,1,1,2,Washington,Employed,Personal L1,Offer2,Agent,SUV,Medsize
10928.40709,74965,90,20,93,0,2,0,0,58.557552,1,1,0,1,1,1,Oregon,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
7615.381271,34095,63,5,99,0,2,0,0,302.4,0,0,1,1,1,2,Arizona,Employed,Personal L3,Offer2,Web,Two-Door Car,Medsize
2004.350666,0,66,16,35,4,1,1,0,316.8,0,1,1,0,1,1,California,Unemployed,Personal L3,Offer1,Branch,Four-Door Car,Small
2434.681155,96045,61,24,35,0,1,0,1,8.582971,0,1,0,0,0,0,California,Employed,Corporate L3,Offer2,Web,Four-Door Car,Large
14195.36028,86355,118,27,86,0,2,0,0,285.418473,0,1,0,1,1,2,Nevada,Employed,Personal L3,Offer1,Agent,Sports Car,Large
9427.684903,27824,118,32,9,0,8,0,0,566.4,0,0,1,1,1,2,California,Employed,Personal L3,Offer3,Agent,SUV,Large
11982.42085,42995,101,10,22,0,2,0,1,410.508316,0,0,2,1,1,2,California,Employed,Personal L3,Offer3,Call Center,SUV,Medsize
3102.789546,21235,79,18,56,0,1,0,0,244.23135,1,0,2,1,1,2,Oregon,Employed,Personal L2,Offer4,Agent,Two-Door Car,Medsize
4222.631209,74585,106,1,49,0,1,0,1,218.598065,0,0,0,1,1,2,California,Employed,Personal L3,Offer2,Agent,SUV,Medsize
4023.814439,41833,103,28,43,0,1,0,1,643.826716,2,1,1,1,1,1,Oregon,Employed,Personal L3,Offer2,Branch,Four-Door Car,Medsize
5297.151805,23908,70,18,57,0,4,0,0,336,0,1,1,1,1,1,California,Medical Leave,Personal L3,Offer1,Agent,Four-Door Car,Medsize
21423.63723,0,65,9,31,0,2,1,1,312,0,1,1,1,1,2,Oregon,Unemployed,Personal L1,Offer2,Agent,Two-Door Car,Medsize
4416.206243,61953,113,5,63,0,1,0,1,497.047297,0,1,2,0,1,2,Arizona,Employed,Personal L3,Offer3,Branch,SUV,Medsize
4639.035171,0,142,5,87,0,1,0,1,1022.4,2,1,1,0,0,0,California,Unemployed,Corporate L2,Offer4,Web,SUV,Medsize
4863.544585,0,137,25,45,0,1,0,1,657.6,1,1,1,1,1,2,Nevada,Unemployed,Personal L2,Offer2,Branch,SUV,Small
25830.90982,73760,107,16,3,1,2,0,0,230.245772,0,1,0,1,1,2,Arizona,Employed,Personal L2,Offer3,Web,Sports Car,Medsize
2974.314896,23333,74,8,43,0,1,0,0,5.622751,0,1,0,1,0,0,Oregon,Employed,Corporate L3,Offer4,Agent,Four-Door Car,Medsize
2064.458781,0,61,6,30,0,1,0,1,292.8,0,1,1,0,1,1,California,Unemployed,Personal L3,Offer2,Agent,Four-Door Car,Medsize
10064.60828,20440,128,11,54,2,9,0,0,614.4,1,0,1,1,0,2,Arizona,Employed,Corporate L3,Offer3,Branch,Sports Car,Medsize
5500.01251,86073,136,3,32,0,1,0,0,333.5671,1,0,0,1,0,2,Washington,Employed,Corporate L3,Offer4,Agent,Sports Car,Medsize
5489.214062,50943,139,18,14,0,1,0,1,667.2,1,1,1,0,2,2,California,Employed,Special L2,Offer1,Branch,SUV,Medsize
2612.756658,19003,71,29,21,0,1,0,1,34.651305,0,1,0,1,1,2,California,Disabled,Personal L1,Offer3,Agent,Two-Door Car,Medsize
8573.463947,46703,108,0,48,0,6,0,1,678.100487,2,1,1,0,1,1,California,Employed,Personal L3,Offer1,Branch,Four-Door Car,Small
24127.50402,14072,71,13,3,0,2,1,1,511.2,0,1,1,0,1,1,California,Medical Leave,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8550.386579,21733,73,17,37,0,2,0,1,525.6,0,1,1,0,0,0,Oregon,Employed,Corporate L2,Offer2,Web,Four-Door Car,Medsize
2308.648034,20811,61,33,61,0,1,0,1,292.8,0,1,1,1,1,1,Arizona,Medical Leave,Personal L2,Offer2,Agent,Four-Door Car,Medsize
4254.620669,11904,61,34,11,2,3,1,0,292.8,0,0,1,0,1,2,Arizona,Disabled,Personal L3,Offer1,Web,Two-Door Car,Small
8982.850377,43490,114,24,63,4,6,0,0,174.588413,0,1,0,1,0,0,Oregon,Employed,Corporate L1,Offer1,Call Center,SUV,Medsize
7868.165983,57340,67,7,19,0,2,0,1,159.391681,0,0,0,0,0,0,California,Employed,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
7704.248723,49088,97,4,46,0,3,0,1,698.4,1,1,1,1,0,0,California,Employed,Corporate L3,Offer4,Branch,Four-Door Car,Small
10552.16999,47761,131,2,54,0,6,0,1,232.711071,1,2,0,1,1,2,Nevada,Employed,Personal L3,Offer1,Agent,SUV,Small
11681.37428,70930,99,2,21,0,2,0,1,190.43446,1,1,0,0,1,1,Washington,Employed,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8737.837514,61281,110,7,16,0,7,0,1,79.865605,0,1,0,1,1,2,Arizona,Employed,Personal L3,Offer1,Agent,SUV,Medsize
5454.890731,0,82,4,77,1,3,0,1,393.6,1,1,1,0,0,2,Nevada,Unemployed,Corporate L3,Offer1,Branch,Two-Door Car,Large
7705.283329,25290,66,0,4,0,2,0,1,382.085897,0,1,1,0,1,1,Arizona,Employed,Personal L1,Offer3,Call Center,Four-Door Car,Medsize
7039.262387,24239,88,25,5,0,8,0,0,48.348319,1,0,0,1,1,1,Arizona,Employed,Personal L1,Offer4,Call Center,Four-Door Car,Medsize
8838.085637,82664,114,24,10,3,9,1,1,133.425609,0,1,0,1,1,2,California,Employed,Personal L1,Offer2,Agent,SUV,Medsize
8733.527338,83210,110,0,25,0,3,0,1,528,0,1,1,0,1,2,Arizona,Employed,Personal L3,Offer3,Branch,Sports Car,Large
9597.474777,38736,81,7,35,0,2,0,0,561.414794,1,1,1,0,1,2,Oregon,Employed,Personal L3,Offer1,Call Center,Two-Door Car,Small
4506.660224,0,66,0,10,0,9,0,1,316.8,0,1,1,0,1,1,California,Unemployed,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
17857.97233,55437,64,5,78,1,2,0,1,445.287788,0,1,1,1,1,1,Oregon,Employed,Personal L3,Offer3,Agent,Four-Door Car,Medsize
4737.871725,0,130,0,93,0,1,0,0,23.820158,1,1,0,1,1,2,Washington,Unemployed,Personal L3,Offer3,Branch,SUV,Medsize
5426.136238,0,71,33,83,0,3,0,1,407.99684,0,2,1,1,0,0,Oregon,Unemployed,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
7998.143771,29066,100,13,51,0,3,0,0,844.229478,0,0,1,1,1,2,California,Employed,Personal L3,Offer2,Branch,SUV,Medsize
2897.620704,54337,72,27,7,0,1,0,1,345.6,0,1,1,1,1,1,Nevada,Employed,Personal L2,Offer3,Web,Four-Door Car,Medsize
11599.50219,67616,96,25,17,0,2,0,0,340.306584,1,0,2,1,1,1,Oregon,Employed,Personal L3,Offer3,Agent,Four-Door Car,Medsize
15147.93055,41082,63,23,94,0,2,0,0,106.647493,0,1,0,1,1,2,California,Employed,Personal L2,Offer3,Web,Two-Door Car,Medsize
5435.767832,0,73,12,71,0,4,0,0,626.116259,0,0,1,0,1,1,Washington,Unemployed,Personal L1,Offer2,Branch,Four-Door Car,Small
2725.356404,36650,69,2,70,1,1,1,0,56.60333,0,2,0,1,1,1,Nevada,Employed,Personal L1,Offer2,Web,Four-Door Car,Large
13297.71225,50631,112,19,12,4,2,0,0,784.65781,0,1,1,1,2,2,Oregon,Employed,Special L1,Offer2,Agent,SUV,Medsize
9927.049694,19592,92,31,63,0,2,0,1,441.6,1,1,1,0,1,1,California,Medical Leave,Personal L2,Offer4,Web,Four-Door Car,Medsize
17771.54902,0,114,30,1,0,2,0,0,547.2,2,0,1,1,1,2,Washington,Unemployed,Personal L2,Offer3,Branch,Two-Door Car,Medsize
18269.27017,55761,115,22,73,0,2,0,0,86.27772,0,1,0,0,1,2,Arizona,Employed,Personal L3,Offer1,Branch,Sports Car,Medsize
2722.210707,17576,71,29,70,0,1,1,0,398.502948,0,1,1,1,2,1,California,Medical Leave,Special L2,Offer2,Call Center,Four-Door Car,Medsize
7083.212357,41449,89,15,45,0,5,0,0,63.516572,1,1,0,1,1,1,California,Employed,Personal L2,Offer4,Branch,Four-Door Car,Medsize
10179.71704,14290,271,20,40,0,1,1,0,1300.8,2,1,1,1,1,2,California,Retired,Personal L1,Offer1,Agent,Luxury SUV,Medsize
5889.509098,62007,73,4,7,0,3,0,0,120.015609,0,1,0,1,1,1,Nevada,Employed,Personal L3,Offer2,Agent,Four-Door Car,Medsize
15771.39342,21921,206,14,44,0,3,0,1,1254.137899,1,0,1,1,0,0,Arizona,Medical Leave,Corporate L2,Offer1,Branch,Luxury SUV,Large
5288.173294,42621,66,8,3,0,3,0,0,316.8,0,1,1,1,1,1,Arizona,Employed,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
27580.55396,0,87,16,41,1,2,0,1,417.6,1,1,1,0,1,1,Oregon,Unemployed,Personal L3,Offer1,Agent,Four-Door Car,Large
7778.532347,63786,196,30,81,0,1,0,1,798.002689,0,0,2,0,0,0,Washington,Employed,Corporate L3,Offer1,Branch,Luxury SUV,Medsize
7341.861257,0,104,1,48,3,7,0,0,82.041684,0,0,0,1,1,2,California,Unemployed,Personal L3,Offer1,Branch,Sports Car,Medsize
7919.197048,82877,99,8,89,1,3,0,0,22.819088,1,0,0,1,1,2,California,Employed,Personal L3,Offer1,Agent,Two-Door Car,Medsize
2163.870179,0,63,0,75,0,1,0,1,302.4,0,1,1,0,0,2,Arizona,Unemployed,Corporate L3,Offer2,Branch,Two-Door Car,Medsize
9787.808819,10475,88,13,81,1,2,0,1,422.4,1,0,1,1,1,2,Nevada,Retired,Personal L2,Offer1,Branch,Two-Door Car,Small
5207.640754,21952,66,20,31,0,6,0,0,316.8,0,0,1,1,1,1,Oregon,Employed,Personal L1,Offer4,Branch,Four-Door Car,Small
21147.27716,49721,132,18,49,0,2,0,0,639.971388,1,1,1,1,0,2,Oregon,Employed,Corporate L3,Offer3,Call Center,Sports Car,Large
12280.76661,88340,102,16,1,0,2,1,1,489.6,2,1,1,1,1,2,California,Employed,Personal L3,Offer1,Branch,Two-Door Car,Medsize
2441.394244,0,65,7,28,0,1,0,0,312,0,1,1,1,1,1,California,Unemployed,Personal L3,Offer2,Branch,Four-Door Car,Medsize
6535.560574,0,65,14,62,0,2,0,1,468,0,1,1,0,0,0,Oregon,Unemployed,Corporate L2,Offer3,Branch,Four-Door Car,Medsize
9206.598256,24589,82,33,39,0,2,0,0,511.497882,1,1,1,1,1,2,Washington,Retired,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4118.588554,69379,103,14,79,0,1,1,0,494.4,2,1,1,0,1,2,California,Employed,Personal L3,Offer1,Branch,Two-Door Car,Medsize
4838.208972,73769,61,24,95,2,3,0,0,239.540223,0,1,2,1,1,1,Nevada,Employed,Personal L3,Offer4,Web,Four-Door Car,Medsize
4625.548098,66670,114,23,6,0,1,0,0,518.180364,0,1,2,1,1,2,California,Employed,Personal L3,Offer3,Agent,SUV,Medsize
14042.103,88854,118,6,50,0,2,0,1,715.252366,2,1,1,0,1,2,Arizona,Employed,Personal L2,Offer1,Branch,Two-Door Car,Medsize
7546.613549,31266,193,6,79,0,1,0,1,926.4,0,1,1,1,0,0,Oregon,Employed,Corporate L3,Offer4,Branch,Luxury Car,Large
2514.59196,43860,65,15,58,0,1,1,0,156.124914,0,0,0,0,1,1,California,Employed,Personal L2,Offer2,Agent,Four-Door Car,Medsize
5170.358435,89284,133,4,62,2,1,0,1,402.070719,1,1,2,0,0,2,California,Employed,Corporate L3,Offer1,Web,SUV,Medsize
13917.37715,67267,89,31,10,0,2,0,1,94.814032,1,1,0,0,0,0,Oregon,Employed,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
11318.13083,79270,95,28,61,3,2,0,0,456,1,0,1,1,1,1,California,Employed,Personal L1,Offer2,Branch,Four-Door Car,Medsize
4276.363627,36692,109,1,6,1,1,0,1,523.2,2,1,1,1,1,1,Oregon,Employed,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
4322.240343,0,119,0,37,0,1,0,0,571.2,0,0,1,0,1,2,Oregon,Unemployed,Personal L3,Offer2,Agent,SUV,Medsize
8002.308333,0,107,3,65,0,3,1,0,513.6,0,1,1,1,0,2,California,Unemployed,Corporate L3,Offer1,Agent,SUV,Medsize
3885.456401,0,105,3,92,0,1,1,1,504,2,1,1,1,0,0,Nevada,Unemployed,Corporate L3,Offer1,Branch,Four-Door Car,Large
4471.778239,0,135,8,14,0,1,0,1,972,1,1,1,0,1,2,Oregon,Unemployed,Personal L3,Offer1,Agent,SUV,Medsize
8496.352846,44624,71,10,79,1,2,0,0,73.883044,0,0,0,1,2,1,California,Employed,Special L3,Offer4,Web,Four-Door Car,Medsize
22500.88348,0,71,1,23,0,2,0,0,340.8,0,1,1,0,0,0,Arizona,Unemployed,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize
16301.9676,19614,85,21,32,0,2,1,0,574.024018,1,2,1,1,1,2,Nevada,Retired,Personal L2,Offer2,Agent,Two-Door Car,Medsize
2319.735908,0,64,31,53,0,1,0,0,632.715382,0,1,1,0,1,1,Oregon,Unemployed,Personal L1,Offer3,Branch,Four-Door Car,Medsize
8717.049833,83846,74,22,94,3,2,1,1,355.2,0,1,1,1,2,1,Arizona,Employed,Special L1,Offer2,Agent,Four-Door Car,Large
2860.111745,51159,72,4,61,0,1,0,1,4.238626,0,1,0,1,1,1,Washington,Employed,Personal L2,Offer2,Branch,Four-Door Car,Medsize
2453.408288,83772,62,13,76,0,1,0,1,42.248087,0,1,0,0,1,2,California,Employed,Personal L3,Offer3,Branch,Two-Door Car,Large
5989.773931,66839,154,33,24,0,1,1,1,739.2,2,1,1,0,1,2,Arizona,Employed,Personal L2,Offer2,Branch,Sports Car,Medsize
24980.22553,88440,70,19,30,0,2,0,0,27.145151,0,1,0,0,1,2,Arizona,Employed,Personal L3,Offer4,Branch,Two-Door Car,Medsize
7482.639506,25666,63,7,30,2,2,0,0,270.002766,0,2,2,1,1,1,Arizona,Employed,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
2457.576007,52926,61,2,92,0,1,0,0,292.8,0,0,1,1,1,1,Oregon,Employed,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
2379.741171,0,67,16,90,0,1,0,0,494.946438,0,1,1,0,1,1,Nevada,Unemployed,Personal L3,Offer3,Agent,Four-Door Car,Medsize
8286.964421,40001,70,26,7,0,2,0,0,142.567008,0,1,0,0,1,1,Washington,Employed,Personal L3,Offer1,Branch,Four-Door Car,Medsize
2393.915369,0,70,24,10,0,1,1,1,425.266308,0,1,1,0,1,1,California,Unemployed,Personal L3,Offer1,Branch,Four-Door Car,Medsize
4657.159469,18024,65,13,1,0,3,0,1,312,0,1,1,0,1,2,Oregon,Disabled,Personal L3,Offer1,Agent,Two-Door Car,Medsize
13197.92893,0,68,19,2,3,2,1,0,326.4,0,1,1,0,1,1,Oregon,Unemployed,Personal L3,Offer1,Agent,Four-Door Car,Large
2803.916726,23220,74,3,73,0,1,0,0,251.334247,0,1,2,1,1,1,Oregon,Medical Leave,Personal L3,Offer1,Agent,Four-Door Car,Medsize
8646.504109,64125,108,3,44,0,3,1,0,369.818708,0,0,2,1,1,2,California,Employed,Personal L3,Offer2,Branch,SUV,Large
7425.870642,58042,62,14,88,0,2,0,0,161.419528,0,1,2,1,0,0,Oregon,Employed,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
4528.737362,90034,112,5,86,0,1,0,0,537.6,0,0,1,1,0,2,Oregon,Employed,Corporate L3,Offer1,Call Center,SUV,Medsize
2227.072755,27972,61,7,38,0,1,1,1,292.8,0,0,1,1,2,1,Nevada,Retired,Special L1,Offer3,Web,Four-Door Car,Medsize
7292.948758,0,65,6,45,0,2,0,0,312,0,0,1,0,1,1,California,Unemployed,Personal L3,Offer2,Branch,Four-Door Car,Medsize
3184.355246,50989,80,3,11,0,1,0,1,255.999709,1,1,2,1,0,0,Arizona,Employed,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
11315.20373,11885,101,18,39,0,2,1,0,484.8,2,1,1,0,2,1,Arizona,Disabled,Special L1,Offer1,Agent,Four-Door Car,Medsize
2530.705137,89451,63,11,2,0,1,1,0,61.769564,0,1,0,0,2,1,California,Employed,Special L2,Offer2,Web,Four-Door Car,Medsize
18361.55525,0,182,3,56,0,2,0,1,1310.4,0,1,1,0,1,1,Oregon,Unemployed,Personal L2,Offer1,Web,Luxury Car,Medsize
8641.530036,78904,109,10,38,0,9,0,1,250.001424,0,1,0,0,1,2,Washington,Employed,Personal L3,Offer4,Branch,SUV,Large
3278.53188,70247,83,13,19,1,1,0,1,141.799422,1,2,0,0,1,1,Arizona,Employed,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
5271.982116,32653,67,4,25,0,9,0,1,321.6,0,0,1,1,1,2,Arizona,Employed,Personal L1,Offer1,Agent,Two-Door Car,Large
3763.637743,93595,97,15,30,4,1,0,1,49.797016,1,0,0,1,2,1,Washington,Employed,Special L2,Offer4,Agent,Four-Door Car,Medsize
13955.56961,90279,115,7,64,0,2,0,1,372.175592,0,2,2,0,1,2,California,Employed,Personal L1,Offer3,Call Center,SUV,Medsize
5001.527484,0,72,3,56,0,3,0,0,542.14385,0,1,1,0,1,1,Oregon,Unemployed,Personal L3,Offer1,Agent,Four-Door Car,Small
7082.830426,53310,189,26,33,3,1,0,1,1360.8,0,1,1,0,1,1,California,Employed,Personal L3,Offer2,Branch,Luxury Car,Medsize
7619.482766,0,105,5,42,0,5,0,1,504,2,1,1,0,1,1,California,Unemployed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
12550.88198,22234,160,0,92,0,3,0,0,768,2,1,1,0,1,2,Oregon,Employed,Personal L3,Offer1,Agent,SUV,Medsize
32196.60037,91375,99,22,89,0,2,0,0,72.632934,1,0,0,1,1,2,Washington,Employed,Personal L1,Offer4,Call Center,Two-Door Car,Medsize
6793.77405,22250,86,10,36,0,3,0,0,720.601429,1,0,1,1,1,2,Nevada,Employed,Personal L3,Offer3,Web,Two-Door Car,Medsize
5272.319663,0,80,9,69,0,7,0,1,576,1,1,1,0,1,1,Oregon,Unemployed,Personal L3,Offer3,Agent,Four-Door Car,Medsize
6265.343299,0,84,18,25,1,4,1,0,481.025786,1,2,1,1,1,1,Oregon,Unemployed,Personal L1,Offer1,Agent,Four-Door Car,Medsize
8547.586142,51179,71,10,25,0,2,0,0,466.176731,0,0,1,1,0,0,California,Employed,Corporate L2,Offer1,Call Center,Four-Door Car,Small
2787.423683,38667,72,8,67,0,1,0,1,159.266473,0,1,0,0,1,1,California,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
4626.801093,79487,114,20,87,0,1,1,0,547.2,0,2,1,0,0,0,California,Employed,Corporate L2,Offer2,Branch,SUV,Medsize
8663.363959,67763,107,28,10,2,9,0,0,41.283167,2,2,0,1,1,1,Nevada,Employed,Personal L3,Offer1,Web,Four-Door Car,Medsize
3872.222217,0,62,8,81,2,6,0,1,503.808329,0,0,1,0,0,0,Nevada,Unemployed,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
5170.811494,0,71,5,20,0,5,0,0,859.599411,0,1,1,0,0,0,Oregon,Unemployed,Corporate L2,Offer1,Call Center,Four-Door Car,Small
8960.280213,71943,112,8,51,0,4,0,0,305.653785,0,2,2,0,0,0,California,Employed,Corporate L2,Offer3,Agent,SUV,Medsize
5471.83429,53526,68,27,69,0,4,0,0,278.902846,0,1,2,1,1,1,Oregon,Employed,Personal L3,Offer1,Agent,Four-Door Car,Medsize
34931.00171,35005,295,14,46,0,2,0,1,1416,2,1,1,1,1,2,Oregon,Employed,Personal L3,Offer2,Web,Luxury Car,Small
2620.392335,24721,67,3,76,0,1,0,1,139.963594,0,1,0,1,1,1,California,Employed,Personal L2,Offer2,Branch,Four-Door Car,Medsize
19069.49954,0,102,29,72,2,2,0,1,734.4,2,1,1,0,1,1,Washington,Unemployed,Personal L3,Offer1,Branch,Four-Door Car,Medsize
5757.442258,88997,72,9,71,0,3,1,1,174.041566,0,2,0,0,1,1,Arizona,Employed,Personal L3,Offer2,Branch,Four-Door Car,Small
40224.01359,48587,111,7,14,0,2,0,1,532.8,0,2,1,1,1,2,Arizona,Employed,Personal L2,Offer1,Branch,SUV,Medsize
2701.488341,76310,67,1,33,0,1,0,0,321.6,0,0,1,1,1,2,Arizona,Employed,Personal L3,Offer4,Branch,Two-Door Car,Medsize
3712.430479,73205,92,9,18,0,1,0,1,37.299865,1,1,0,1,1,1,California,Employed,Personal L2,Offer3,Branch,Four-Door Car,Medsize
21850.84002,51056,78,27,86,0,2,0,0,95.816516,1,1,0,1,1,1,Oregon,Employed,Personal L1,Offer3,Branch,Four-Door Car,Large
